,Title,Link,Name,Cat,Aut link,Plan,Budget,Date
319,UUS ENERGIA vinüülplaat „For the Benefit of Dub EP  Chapter Two”,https://www.hooandja.ee/projekt/uus-energia-vinuulplaat,Ganj Wald Muusika,Muusika,https://www.hooandja.ee/users/kanakaka,102,1 535,09.07.2018
320,"Animafilmi ""Teofrastus"" helindamine",https://www.hooandja.ee/projekt/animafilmi-teofrastus-helindamine,Sergei Kibus Film & Foto,Film & Foto,https://www.hooandja.ee/users/sergeikibus,106,4 774,09.07.2018
321,"Debüütalbum ""Prints ja kerjus""",https://www.hooandja.ee/projekt/debuutalbum-prints-ja-kerjus,Mikk Kaasik Muusika,Muusika,https://www.hooandja.ee/users/kaasikmikk,101,3 041,05.07.2018
322,Karijärve Keelpilliorkestri teine duubel-CD,https://www.hooandja.ee/projekt/karijarve-keelpilliorkestri-teine-duubel-cd,Katrin Tamm Muusika,Muusika,https://www.hooandja.ee/users/katrintamm,101,2 320,04.07.2018
323,TTÜ Tantsutüdrukud ja Saltopoisid Euroopa Meistrivõistlustele!,https://www.hooandja.ee/projekt/ttu-tantsutudrukud-ja-saltopoisid,Arabella Neostus Sport,Sport,https://www.hooandja.ee/users/arabellaneostus,121,1 205,02.07.2018
324,The Choice \ Valik \ Выбор,https://www.hooandja.ee/projekt/choice-valik-vybor,Natalja Matsenene Film & Foto,Film & Foto,https://www.hooandja.ee/users/nataliamachenene,163,805,30.06.2018
325,Peedu Kodukandi Kultuurifest,https://www.hooandja.ee/projekt/peedu-kodukandi-kultuurifest,MTÜ Peedu Kooli Selts Sündmus,Sündmus,https://www.hooandja.ee/users/peedufest,100,1 002,30.06.2018
326,Eva-Lotta Vunder ja Madis Meister CD-plaadi “The Heart  Way” väljaandmine,https://www.hooandja.ee/projekt/cd-plaadi-heart-way-valjaandmine,Eva-Lotta Vunder Muusika,Muusika,https://www.hooandja.ee/users/evalottavunder,103,3 204,29.06.2018
327,"Josmarine debüütalbumi ""Absence"" lõppviimistlus ja trükk",https://www.hooandja.ee/projekt/josmarine-debuutalbum,Joanna Prääts Muusika,Muusika,https://www.hooandja.ee/users/josmarineblues,101,2 029,22.06.2018
328,Luke mõisa valitsejamaja etenduste- ja näitustesaali  rekonstrueerimine,https://www.hooandja.ee/projekt/luke-moisa-rekonstrueerimine,SA Luke mõis Kodanikualgatus,Kodanikualgatus,https://www.hooandja.ee/users/info191,106,8 500,18.06.2018
329,"Alfa Collective debüütalbumi ""Canvas"" välja andmine",https://www.hooandja.ee/projekt/alfa-collective-debuutalbumi-canvas-valja-andmine,Anett Tamm Muusika,Muusika,https://www.hooandja.ee/users/anetttamm97,110,1 645,18.06.2018
330,Free Flow Studio esindusgrupi osalemine Dance World Cup’i  finaalis,https://www.hooandja.ee/projekt/free-flow-studio-dance-world-cupile,Liis Siitan Kultuurisaadikud,Kultuurisaadikud,https://www.hooandja.ee/users/liissiitan,111,1 789,18.06.2018
331,Ma ei ole üksi,https://www.hooandja.ee/projekt/ma-ei-ole-uksi,Allan Eigi Trükis,Trükis,https://www.hooandja.ee/users/eigiallan,121,971,18.06.2018
332,Ans. Trubatrumm debüütalbumi „Põhjala laidude hääled“,https://www.hooandja.ee/projekt/ans-trubatrumm-debuutalbumi,Arno Suislep Muusika,Muusika,https://www.hooandja.ee/users/holmihabe,100,1 805,16.06.2018
333,Narva-Jõesuu surfiklubi,https://www.hooandja.ee/projekt/motus-spordiklubi-mtu,Anton Pratkunas Kodanikualgatus,Kodanikualgatus,https://www.hooandja.ee/users/antonpratkunas,112,1 342,16.06.2018
334,"Lühimängufilm ""Väljapääs""",https://www.hooandja.ee/projekt/luhimangufilm-valjapaas,Rauno Polman Film & Foto,Film & Foto,https://www.hooandja.ee/users/raunopolman,106,2 228,13.06.2018
335,"Fotoraamat ""Eesti meister""",https://www.hooandja.ee/projekt/fotoraamat-eesti-meister,Heikki Leis Trükis,Trükis,https://www.hooandja.ee/users/heikkileis,118,7 916,09.06.2018
336,PP40 live-ülistusalbum,https://www.hooandja.ee/projekt/pp40-live-ulistusalbum,LNK - Liidu Noorsootöö Keskus Muusika,Muusika,https://www.hooandja.ee/users/sven-joonatansiibak,106,2 657,07.06.2018
337,Väikese Päikese unistus –“ Digiklaveriga tulevikku”!,https://www.hooandja.ee/projekt/vaikese-paikese-unistus-digiklaveriga-tulevikku,Marju Saar EV100,EV100,https://www.hooandja.ee/users/marjusaar,87,1 740,Lõppenud
338,Loome koos unistuste Tsirkusemaailma,https://www.hooandja.ee/projekt/loome-koos-unistuste-tsirkusemaailma,MTÜ AD Productions Sündmus,Sündmus,https://www.hooandja.ee/users/anu32,100,6 001,05.06.2018
339,Tantsuklubi KOIT 5.juubelituur „HALLOO!“,https://www.hooandja.ee/projekt/tantsuklubi-koit-5juubelituur-halloo,KOIT TANTSUKOOL Sündmus,Sündmus,https://www.hooandja.ee/users/maria11,56,1 080,Lõppenud
340,Jõulinnak Tallinna 32. Keskkoolile,https://www.hooandja.ee/projekt/joulinnak-tallinna-32-keskkoolile,Jürgen Vainola Sport,Sport,https://www.hooandja.ee/users/jyrgenvainola,104,2 805,02.06.2018
341,Plaadi „Väike ime“ valmimine,https://www.hooandja.ee/projekt/plaadi-vaike-ime-valmimine,Margrit Muusika,Muusika,https://www.hooandja.ee/users/margritkits,102,3 062,01.06.2018
342,Kelmiküla lastelaulud,https://www.hooandja.ee/projekt/kelmikula-lastelaulud,Tallinna Kelmiküla Lasteaed Trükis,Trükis,https://www.hooandja.ee/users/direktor2,102,4 367,28.05.2018
343,Välijõusaal Virtsu Kooli staadionile!,https://www.hooandja.ee/projekt/valijousaal-virtsu-kooli-staadionile,Stanislav Nemeržitski Haridus,Haridus,https://www.hooandja.ee/users/stanislavnemerzhitski,106,2 330,28.05.2018
344,Tallinna Graafikatriennaali noortenäitus “Sfäärid”,https://www.hooandja.ee/projekt/tallinna-graafikatriennaali-noortenaitus-sfaarid,Mark Antonius Puhkan Sündmus,Sündmus,https://www.hooandja.ee/users/markantoniuspuhkan,105,526,28.05.2018
345,Kuiinluse ehk kuulsuse ahelad,https://www.hooandja.ee/projekt/kuiinluse-ehk-kuulsuse-ahelad,SirjeVasmann-Perend Sündmus,Sündmus,https://www.hooandja.ee/users/surrra,108,4 325,24.05.2018
346,Beebitelgid vabaõhusündmustele,https://www.hooandja.ee/projekt/beebitelgid-vabaohusundmustele,Sigrid Jaanus Kodanikualgatus,Kodanikualgatus,https://www.hooandja.ee/users/sigridjaanus,63,2 661,Lõppenud
347,Pelgulinna kevadpäevad,https://www.hooandja.ee/projekt/pelgulinna-kevadpaevad-0,piret.maiberg Sündmus,Sündmus,https://www.hooandja.ee/users/piretmaiberg,101,1 745,24.05.2018
348,Hoovi Häng 2018,https://www.hooandja.ee/projekt/hoovi-hang-2018,MTÜ Must Mägi  Sündmus,Sündmus,https://www.hooandja.ee/users/hoovihang,123,614,24.05.2018
349,Tantsusessioon Future,https://www.hooandja.ee/projekt/tantsusessioon-future,Anne Tamm-Kivimets Sündmus,Sündmus,https://www.hooandja.ee/users/annekoduke,108,699,22.05.2018
350,Tantsimine ratastel,https://www.hooandja.ee/projekt/tantsimine-ratastel,MTÜ BeU CHARITABLE FOUNDATION Sport,Sport,https://www.hooandja.ee/users/ttaarhiv,52,2 412,Lõppenud
351,LBRNT100,https://www.hooandja.ee/projekt/lbrnt100,Rait Sohkin Sündmus,Sündmus,https://www.hooandja.ee/users/raitsohkin,107,2 280,21.05.2018
352,Tartu Tähtvere Dendropargi discgolfiraja uute viskealade  väljaehitamine,https://www.hooandja.ee/projekt/tartu-tahtvere-dendropargi-discgolfirada,Ergo Kodanikualgatus,Kodanikualgatus,https://www.hooandja.ee/users/erx62,111,2 496,21.05.2018
353,Rauno Pella ja Babelsbergi Filmiorkestri koostöö projekt,https://www.hooandja.ee/projekt/rauno-pella-ja-babelsbergi-filmiorkestri-koostoo-projekt,Rauno Pella Muusika,Muusika,https://www.hooandja.ee/users/raunopella,104,5 724,16.05.2018
354,Poeetiline punane raamat: Anname hääletutele hääled!,https://www.hooandja.ee/projekt/poeetiline-punane-raamat,Anatoli & Friends Trükis,Trükis,https://www.hooandja.ee/users/anatolifriends,118,9 468,14.05.2018
355,Võta kannel põlve peale,https://www.hooandja.ee/projekt/vota-kannel-polve-peale,Evi Vaher EV100,EV100,https://www.hooandja.ee/users/evivaher,105,525,14.05.2018
356,Oma pesa,https://www.hooandja.ee/projekt/oma-pesa,Tantsukool Cestants Sport,Sport,https://www.hooandja.ee/users/kristelsaar,100,4 018,14.05.2018
357,Portatiivne elektriklaver Roland FP 90 Kose muusikakoolile,https://www.hooandja.ee/projekt/portatiivne-elektriklaver-kose-muusikakoolile,Tarmo Velmet EV100,EV100,https://www.hooandja.ee/users/kosemuusikakool,87,1 670,Lõppenud
358,Queeni tribüütkontsert „We Will Rock You“,https://www.hooandja.ee/projekt/queeni-tribuutkontsert-we-will-rock-you,Margo Maltis Sündmus,Sündmus,https://www.hooandja.ee/users/1777372665625780,100,802,02.05.2018
359,KASSISABA KEVADPÄEV 2018,https://www.hooandja.ee/projekt/kassisaba-kevadpaev-2018,Emma Johanna Lepasoo Kodanikualgatus,Kodanikualgatus,https://www.hooandja.ee/users/emmalepasoo,106,2 041,01.05.2018
360,Keri aknad,https://www.hooandja.ee/projekt/keri-aknad,Keri Selts  MTÜ Kodanikualgatus,Kodanikualgatus,https://www.hooandja.ee/users/mari18,106,13 192,26.04.2018
361,Tartu Tudengipäevad,https://www.hooandja.ee/projekt/tartu-tudengipaevad,Ülikooli Kultuuriklubi Sündmus,Sündmus,https://www.hooandja.ee/users/jlaast,117,4 668,25.04.2018
362,"""Läinud on jäänud"". Esimene rahvusvaheline dokumentaalfilm setodest",https://www.hooandja.ee/projekt/lainud-jaanud,Karin Reinberg Film & Foto,Film & Foto,https://www.hooandja.ee/users/karin,67,4 801,Lõppenud
363,CareMate - õigus elada oma elu,https://www.hooandja.ee/projekt/caremate,Heret Enden Kodanikualgatus,Kodanikualgatus,https://www.hooandja.ee/users/heret,100,11 801,23.04.2018
364,Narva Muusikakooli projekt “Muusika inimeste meeltesse”,https://www.hooandja.ee/projekt/muusika-inimmeeltesse,Marina EV100,EV100,https://www.hooandja.ee/users/marinasinitson,102,670,17.04.2018
365,Kirjastus Pööningu esimene raamat,https://www.hooandja.ee/projekt/kirjastus-pooningu-esimene-raamat,ÕF Kirjastus Pööning Trükis,Trükis,https://www.hooandja.ee/users/kirjastuspooning,106,528,16.04.2018
366,Raamatu „Üles kasvamine“ väljaandmine eestikeelsena,https://www.hooandja.ee/projekt/raamatu-ules-kasvamine-valjaandmine-eestikeelsena,Püha Johannese Kool Trükis,Trükis,https://www.hooandja.ee/users/info101,107,4 282,16.04.2018
367,Raamat “Muutus algab minust”,https://www.hooandja.ee/projekt/raamat-muutus-algab-minust,Elise Salm Trükis,Trükis,https://www.hooandja.ee/users/salmelise,117,2 687,10.04.2018
368,Helikandja „Mets heliseb ja tantsib“ väljaandmine,https://www.hooandja.ee/projekt/helikandja-mets-heliseb-ja-tantsib-valjaandmine,Külliki Levin Muusika,Muusika,https://www.hooandja.ee/users/kullikilevin,101,3 605,09.04.2018
369,Mann ja Roosa Rott,https://www.hooandja.ee/projekt/mann-ja-roosa-rott,Märt Saar Trükis,Trükis,https://www.hooandja.ee/users/m2rtsaar,124,2 472,07.04.2018
370,Kristjan Euroopa Meistrivõistlustele,https://www.hooandja.ee/projekt/kristjan-euroopa-meistrivoistlustele,Alvar Haug Sport,Sport,https://www.hooandja.ee/users/alvarhaug,143,571,05.04.2018
371,Tartu Noortekoori CD,https://www.hooandja.ee/projekt/tartu-noortekoori-cd,Tartu Noortekoor Muusika,Muusika,https://www.hooandja.ee/users/tartunoortekoor,169,3 370,02.04.2018
372,"Tantsuklubi KOIT osalemine tantsuvõistlustel Faros, Portugalis",https://www.hooandja.ee/projekt/tantsuklubi-koit-osalemine-rahvusvahelistel-tantsuvoistlustel-faros-portugalis,KOIT TANTSUKOOL Sport,Sport,https://www.hooandja.ee/users/maria11,52,1 685,Lõppenud
373,Lastelauluplaat ja laulik „Kõigil oma“,https://www.hooandja.ee/projekt/lastelauluplaat-ja-laulik-koigil-oma,Airi Liiva Muusika,Muusika,https://www.hooandja.ee/users/airiliiva,214,9 623,30.03.2018
374,Lennutame Päikesekristallid Taani Eestit esindama,https://www.hooandja.ee/projekt/lennutame-paikesekristallid-taani-eestit-esindama,Tiia Tork Sport,Sport,https://www.hooandja.ee/users/tiia14,107,1 631,29.03.2018
375,“Nõukogude hipide” filmimuusika vinüülplaadil,https://www.hooandja.ee/projekt/noukogude-hipide-filmimuusika-vinuulplaadil,Terje Toomistu Muusika,Muusika,https://www.hooandja.ee/users/terjetoomistu,112,1 789,29.03.2018
376,MandoTrio debüütalbum,https://www.hooandja.ee/projekt/mandotrio-debuutalbum,Kristjan Kuusmik Muusika,Muusika,https://www.hooandja.ee/users/kristjan250,106,2 125,26.03.2018
377,Tantsulavastuse „Sinine“ väljatoomine,https://www.hooandja.ee/projekt/tantsulavastuse-sinine-valjatoomine,Kalli Pikas Sündmus,Sündmus,https://www.hooandja.ee/users/kallipikas,106,1 064,26.03.2018
378,Eesti muusikakultuuri viimine Islandile,https://www.hooandja.ee/projekt/eesti-muusikakultuuri-viimine-islandile,Liisu Siimer Muusika,Muusika,https://www.hooandja.ee/users/siimerliisu,100,1 500,23.03.2018
379,"Luuletriloogia teise osa, Unesnägija, elule kutsumine eluekvaatori ületamise puhul",https://www.hooandja.ee/projekt/unesnagija-elule-kutsumine-eluekvaatori-uletamise-puhul,Anzori Barkalaja Trükis,Trükis,https://www.hooandja.ee/users/anzoribarkalaja,110,3 278,22.03.2018
380,Oma pill teeb lapsed rõõmsaks!,https://www.hooandja.ee/projekt/oma-pill-teeb-lapsed-roomsaks,Ann Kase EV100,EV100,https://www.hooandja.ee/users/ann4-0,77,1 930,Lõppenud
381,Noad kanade sees,https://www.hooandja.ee/projekt/noad-kanade-sees,Johan Elm Teater,Teater,https://www.hooandja.ee/users/gretenellis,109,1 087,19.03.2018
382,"Aitame üheskoos 21. Kooli meeskonna Ameerika, Kentucky meistrivõistlustele",https://www.hooandja.ee/projekt/21-kooli-meeskond-meistrivoistlustele,Elina Peial Tehnoloogia,Tehnoloogia,https://www.hooandja.ee/users/elinapeial,100,3 010,14.03.2018
383,"Kogukonnaraamat ""Õhus on Kalamaja""",https://www.hooandja.ee/projekt/kogukonnaraamat-ohus-kalamaja,MTÜ Kalamaja Raamat Trükis,Trükis,https://www.hooandja.ee/users/kalamajaraamat,118,8 281,14.03.2018
384,inBoiler ja Heiki Kalle – juubeliplaat,https://www.hooandja.ee/projekt/inboiler-ja-heiki-kalle-juubeliplaat,Andrus inBoil Rootsmäe Muusika,Muusika,https://www.hooandja.ee/users/andrusinboil,122,6 017,12.03.2018
385,Valter Ojakääru lauludega plaadi väljaandmine,https://www.hooandja.ee/projekt/valter-ojakaaru-lauludega-plaadi-valjaandmine,Ivi Rausi Muusika,Muusika,https://www.hooandja.ee/users/ivirausi,103,2 767,10.03.2018
386,Altflööt ansambli hingeks,https://www.hooandja.ee/projekt/altfloot-ansambli-hingeks,HuviTERA EV100,EV100,https://www.hooandja.ee/users/huvitera,78,1 371,Lõppenud
387,Silver Jusilo debüüt EP ''Olekud'' väljaandmine,https://www.hooandja.ee/projekt/silver-jusilo-debuut-ep-olekud-valjaandmine,Silver Jusilo Muusika,Muusika,https://www.hooandja.ee/users/silverjusilo,120,1 084,02.03.2018
388,Turvaline internet – käsiraamat lapsevanematele & õpetajatele,https://www.hooandja.ee/projekt/turvaline-internet-kasiraamat-lapsevanematele,Diana Poudel Trükis,Trükis,https://www.hooandja.ee/users/dianapoudel,110,4 419,01.03.2018
389,PIRAADIPOISS PEEDU EHK TERVE HAMBA ABC,https://www.hooandja.ee/projekt/piraadipoiss-peedu-ehk-terve-hamba-abc,Meryli Lilleberg Trükis,Trükis,https://www.hooandja.ee/users/meryli3,126,3 765,01.03.2018
390,Monolavastus “Ma olen paks!”,https://www.hooandja.ee/projekt/monolavastus-ma-olen-paks,Piret Eesmaa Teater,Teater,https://www.hooandja.ee/users/marmastan,128,1 148,01.03.2018
391,Kostüümid IDA Tantsukooli etendusele Arabesque,https://www.hooandja.ee/projekt/arabesque,Tiit Lilleorg Sündmus,Sündmus,https://www.hooandja.ee/users/tiit14,116,580,23.02.2018
392,Luulekogumik „Meeleparanduse põik“,https://www.hooandja.ee/projekt/luulekogumik-meeleparanduse-poik,Mari Karilaid Trükis,Trükis,https://www.hooandja.ee/users/marikarilaid,125,1 001,20.02.2018
393,Aita eestlastel tuua elektriratastooli saalihoki Soome liiga finaalturniir Tallinna!,https://www.hooandja.ee/projekt/eesti-elektriratastooli-saalihoki-finaalturniir-tallinnas,Estonian Wolves Sport,Sport,https://www.hooandja.ee/users/jyrilehtmets,105,3 149,19.02.2018
394,UUS PURI EESTI PURJEÕPPEJAHILE VESTA,https://www.hooandja.ee/projekt/uus-puri-eesti-purjeoppejahile-vesta,Madis Rallmann Kodanikualgatus,Kodanikualgatus,https://www.hooandja.ee/users/madisral,129,3 988,12.02.2018
395,Ansambel Antsud album “Aja lood”,https://www.hooandja.ee/projekt/ansambel-antsud-album-aja-lood,Andri Laidre Muusika,Muusika,https://www.hooandja.ee/users/andrilaidre,100,2 507,11.02.2018
396,Taas üks reklaamivaba aasta Hingele Pai ajakirjaga,https://www.hooandja.ee/projekt/taas-uks-reklaamivaba-aasta-hingele-pai-ajakirjaga,Merit Raju Trükis,Trükis,https://www.hooandja.ee/users/meritraju,106,4 250,10.02.2018
397,Estival Folk – Eesti Rahvatantsu ja Rahvamuusika pidu  Stockholmis,https://www.hooandja.ee/projekt/estival-folk,Virvel Sündmus,Sündmus,https://www.hooandja.ee/users/virvelfolk,48,2 404,Lõppenud
398,Anne Adamsi vinüülplaat „Läinud aegade mõtted“,https://www.hooandja.ee/projekt/anne-adamsi-vinuulplaat-lainud-aegade-motted,Anne Adams Muusika,Muusika,https://www.hooandja.ee/users/musicadams,102,1 223,05.02.2018
399,"Naiskoori Emajõe Laulikud kontsert-etendus ""15 magamata aastat""",https://www.hooandja.ee/projekt/naiskoori-emajoe-laulikud-kontsert-etendus-15-magamata-aastat,Õie Põder Muusika,Muusika,https://www.hooandja.ee/users/oiepoder,106,2 122,01.02.2018
400,Djembed Rakvere Triinu Lasteaiale,https://www.hooandja.ee/projekt/djembed-rakvere-triinu-lasteaiale,Rakvere Triinu Lasteaed EV100,EV100,https://www.hooandja.ee/users/opjuhataja1,102,712,31.01.2018
401,"Cätlin Mägi CD ""Mu pill parmupill""",https://www.hooandja.ee/projekt/catlin-magi-cd-mu-pill-parmupill,catlincatlin Muusika,Muusika,https://www.hooandja.ee/users/catlincatlin,101,1 821,26.01.2018
402,Moekonkurss Roosad Käärid 2018,https://www.hooandja.ee/projekt/moekonkurss-roosad-kaarid-2018,Marleen  Disain,Disain,https://www.hooandja.ee/users/marleenike2305,102,3 070,25.01.2018
403,Album Lapivaip 100,https://www.hooandja.ee/projekt/album-lapivaip-100,Sirje Pakler EV100,EV100,https://www.hooandja.ee/users/sirpak,78,6 235,Lõppenud
404,Näituse OLEN EESTLANE kataloog,https://www.hooandja.ee/projekt/naituse-olen-eestlane-kataloog-raamat,Anu Hint Trükis,Trükis,https://www.hooandja.ee/users/10212140444245104,117,1 165,22.01.2018
405,Kingitus Eesti 100 sünnipäevaks: Kalender 1.02.2018-31.01.2019,https://www.hooandja.ee/projekt/podarok-ko-stoletiyu-estonii-kalendar-1022018-31012019-gg,Ирина Соколова Trükis,Trükis,https://www.hooandja.ee/users/irinaleon,100,1 231,22.01.2018
406,Tuleetenduskunsti festival FAW Cup 2018,https://www.hooandja.ee/projekt/tuleetenduskunsti-festival-faw-cup-2018,Eesti TuleArtistide Liit Teater,Teater,https://www.hooandja.ee/users/erikvelleramm,101,2 015,21.01.2018
407,Toeta alustava disaineri loomingut “Sina by ERRIER”,https://www.hooandja.ee/projekt/toeta-alustava-disaineri-loomingut-sina-errier,Erki Veiko Disain,Disain,https://www.hooandja.ee/users/erki8,103,5 400,11.01.2018
408,Kolme Põrsakese teaduskast,https://www.hooandja.ee/projekt/kolme-porsakese-teaduskast,Omari Loid Mäng,Mäng,https://www.hooandja.ee/users/omariloid,127,2 285,10.01.2018
409,Eesti läbi 100 silmapaari,https://www.hooandja.ee/projekt/eesti-labi-100-silmapaari,Kaire Guthan Trükis,Trükis,https://www.hooandja.ee/users/kaire4,130,11 736,09.01.2018
410,Anneta memmede-taatide üksinduse leevendamiseks!,https://www.hooandja.ee/projekt/anneta-memmede-taatide-uksinduse-leevendamiseks,Vally- Reet Järs Kodanikualgatus,Kodanikualgatus,https://www.hooandja.ee/users/vallyreet,127,2 533,01.01.2018
411,"Ära tee ilutulestikku, toeta vähihaigeid lapsi!",https://www.hooandja.ee/projekt/ara-tee-ilutulestikku-toeta-vahihaigeid-lapsi,Tallinna Kesklinna Valitsus Kodanikualgatus,Kodanikualgatus,https://www.hooandja.ee/users/annamahnova,13,1 298,Lõppenud
412,Mäespordi uued võimalused Nõmme Lumeparki,https://www.hooandja.ee/projekt/maespordi-uued-voimalused-nomme-lumeparki,Nõmme Lumepark Sport,Sport,https://www.hooandja.ee/users/raahel,127,4 820,01.01.2018
413,Väikelinna baleriinid rahvusvahelisele tantsufestivalile,https://www.hooandja.ee/projekt/vaikelinna-baleriinid-rahvusvahelisele-tantsufestivalile,katrin hommik Kultuurisaadikud,Kultuurisaadikud,https://www.hooandja.ee/users/katrinhommik,101,1 008,29.12.2017
414,Jõuluvana postkontor 2017,https://www.hooandja.ee/projekt/jouluvana-postkontor-2017,Mittetulundusühing Do Good Kodanikualgatus,Kodanikualgatus,https://www.hooandja.ee/users/kartkybarsepp,101,810,26.12.2017
415,Saaremaa Ühisgümnaasiumi 101. lennu kabaree-etendus,https://www.hooandja.ee/projekt/saaremaa-uhisgumnaasiumi-101-lennu-kabaree-etendus,Viktoria Latkin Noored talendid,Noored talendid,https://www.hooandja.ee/users/vktorialatkin,137,1 365,23.12.2017
416,Hele-Liis Päikese videoblogi uuele tasemele!,https://www.hooandja.ee/projekt/hele-liis-paikese-videoblogi-uuele-tasemele,Hele-Liis Päike Meedia,Meedia,https://www.hooandja.ee/users/heleliispaike,101,695,23.12.2017
417,Joosep Kõrvitsa debüütalbum,https://www.hooandja.ee/projekt/joosep-korvits-debuutalbum,Joosep Kõrvits Muusika,Muusika,https://www.hooandja.ee/users/joosepkorvits,142,2 123,22.12.2017
418,„Muusika südames“,https://www.hooandja.ee/projekt/muusika-sudames,Sillamäe Kannuka Kool EV100,EV100,https://www.hooandja.ee/users/aidaionova,107,429,21.12.2017
419,Edasi on ka minu mõte,https://www.hooandja.ee/projekt/edasi,Edasi.org Meedia,Meedia,https://www.hooandja.ee/users/janeckuibo2,105,15 710,19.12.2017
420,Et saaks sündida Mulgimaa Noorteorkester,https://www.hooandja.ee/projekt/mulgimaa-noorteorkester,Lauri Õunapuu EV100,EV100,https://www.hooandja.ee/users/lauri5,78,2 346,Lõppenud
421,"Roma laste ja fotograaf Annika Haasi raamat „Meie, mustlased“",https://www.hooandja.ee/projekt/roma-laste-ja-fotograaf-annika-haasi-raamat-meie-mustlased,Annika Haas Trükis,Trükis,https://www.hooandja.ee/users/haasamutt,103,5 969,18.12.2017
422,Eesti pärimuskultuur maailma löppu!,https://www.hooandja.ee/projekt/eesti-parimuskultuur-maailma-loppu,Henrika Trave Sündmus,Sündmus,https://www.hooandja.ee/users/henrikatrave,107,855,18.12.2017
423,"Fotonäitus ""Käigud rajal!""",https://www.hooandja.ee/projekt/fotonaitus-kaigud-rajal,Adam Illingworth Film & Foto,Film & Foto,https://www.hooandja.ee/users/adamillingworth,136,815,18.12.2017
424,MAAKUU debüütalbum „MAAST-KUUNI“,https://www.hooandja.ee/projekt/maakuu-debuutalbum-maast-kuuni,MAAKUU Muusika,Muusika,https://www.hooandja.ee/users/vagunikaupmees,101,2 515,15.12.2017
425,Andres Alaru debüütalbumi avaldamine,https://www.hooandja.ee/projekt/andres-alaru-debuutalbumi-avaldamine,Andres Alaru Muusika,Muusika,https://www.hooandja.ee/users/andresalaru,108,2 158,13.12.2017
426,Mari Kalkuni vinüülplaat “Ilmamõtsan”,https://www.hooandja.ee/projekt/mari-kalkuni-vinuulplaat-ilmamotsan,Mari Kalkun Muusika,Muusika,https://www.hooandja.ee/users/marikalkun,107,2 681,11.12.2017
427,„Väikse printsi“ eriväljaanne,https://www.hooandja.ee/projekt/vaikse-printsi-erivaljaanne,MTÜ Eesti Trükimuuseum Trükis,Trükis,https://www.hooandja.ee/users/maarja9,290,17 428,06.12.2017
428,Saadame Viktoria maailma vallutama!,https://www.hooandja.ee/projekt/saadame-viktoria-maailma-vallutama,Viky Viktoria Kultuurisaadikud,Kultuurisaadikud,https://www.hooandja.ee/users/vikymultifeeder,106,1 060,06.12.2017
429,Empiré debüütalbum,https://www.hooandja.ee/projekt/empire-debuutalbum,Ansambel Empiré Muusika,Muusika,https://www.hooandja.ee/users/ansambelempire,100,1 500,05.12.2017
430,Luuleraamat „Lammas versus sammal“,https://www.hooandja.ee/projekt/luuleraamat-lammas-versus-sammal,Tormi Kevvai Trükis,Trükis,https://www.hooandja.ee/users/tormirai,139,835,05.12.2017
431,ILM debüütalbum,https://www.hooandja.ee/projekt/ilm-debuutalbum,Merje Muusika,Muusika,https://www.hooandja.ee/users/merjekagu,101,1 616,04.12.2017
432,Ürgne Jahinaine looduses,https://www.hooandja.ee/projekt/urgne-jahinaine-looduses,Maria Trükis,Trükis,https://www.hooandja.ee/users/jahinaised,100,642,01.12.2017
433,Lauri Kadalipp Social Jazz “Feels just right” väljaandmine,https://www.hooandja.ee/projekt/lauri-kadalipp-social-jazz-feels-just-right-valjaandmine,Lauri Kadalipp Muusika,Muusika,https://www.hooandja.ee/users/lauri-kadalipp,123,1 481,01.12.2017
434,Teppo ehk Võru tüüpi lõõtspill Randmarile,https://www.hooandja.ee/projekt/teppo-ehk-voru-tuupi-lootspill-randmarile,Indrek Jurtšenko Muusika,Muusika,https://www.hooandja.ee/users/568187136676869,134,2 005,22.11.2017
435,Tamme kooli mänguväljaku muutmine ohutumaks,https://www.hooandja.ee/projekt/tamme-kooli-manguvaljaku-muutmine-ohutumaks,Alari Avamägi Haridus,Haridus,https://www.hooandja.ee/users/alariavamagi,117,6 997,21.11.2017
436,"Polina ""Helisevate muinaslugude"" CD plaat",https://www.hooandja.ee/projekt/polina-helisevate-muinaslugude-cd-plaat,Polina Tserkassova Muusika,Muusika,https://www.hooandja.ee/users/polinapoliniel,153,4 598,21.11.2017
437,Sõpruse Puiestee uus album,https://www.hooandja.ee/projekt/sopruse-puiestee-uus-album-0,Mait Vaik Muusika,Muusika,https://www.hooandja.ee/users/maitmait,128,2 561,21.11.2017
438,Vaadata tantsu inimlikest vajadustest kõrvadega,https://www.hooandja.ee/projekt/korvadega-vaadata-tantsu-inimlikest-vajadustest,Tatjana Romanova Teater,Teater,https://www.hooandja.ee/users/tatjanaromanova,100,800,20.11.2017
439,Kadri Voorandi eepose “Laineile end kingin” väljaandmine  Urmas Viigi illustratsioonidega,https://www.hooandja.ee/projekt/kadri-voorand-eepose-laineile-end-kingin-valjaandmine-urmas-viigi-illustratsioonidega,Kadri Voorand Trükis,Trükis,https://www.hooandja.ee/users/kadrivoorand,100,3 500,20.11.2017
440,Ansambli ETNOSFÄÄR debüütalbum,https://www.hooandja.ee/projekt/ansambli-etnosfaar-debuutalbum,Kathi Koch Muusika,Muusika,https://www.hooandja.ee/users/k4thikoch,101,2 724,20.11.2017
